YearStart,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValue
2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6394
2015,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4813
2010,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5739
2011,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10489
2011,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1209
2017,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11582
2012,US,United States,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,599711
2015,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,28952
2012,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11282
2017,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,17758
2013,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14803
2012,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2324
2011,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1625
2010,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2889
2018,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3539
2014,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7607
2016,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6251
2013,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,26878
2013,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1246
2011,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2333
2017,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5428
2018,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5136
2018,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1361
2016,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14124
2013,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6878
2016,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2138
2013,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3638
2017,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,16019
2018,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5640
2010,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7310
2013,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18460
2015,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,654
2015,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,32042
2017,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,29241
2011,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4790
2015,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10617
2013,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6523
2016,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3800
2010,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1491
2011,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5158
2016,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1338
2018,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,25354
2011,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7386
2016,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1478
2015,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1295
2011,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7335
2014,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3968
2012,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4053
2013,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6876
2018,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,812
2014,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9964
2010,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,31556
2010,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,12184
2014,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5537
2015,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6692
2010,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3224
2010,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3521
2017,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2721
2016,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,794
2016,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7825
2015,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1852
2013,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10524
2015,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,43298
2011,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,794
2010,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4046
2014,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2305
2018,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3794
2014,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,24692
2014,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5457
2011,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,27932
2017,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11860
2016,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3808
2014,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,17592
2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,43795
2010,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10552
2011,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1096
2016,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4002
2010,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4076
2014,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,18083
2018,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3935
2013,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14095
2014,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,16146
2016,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,13229
2014,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,814
2014,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5296
2013,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1382
2014,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,31353
2016,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2256
2011,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,38094
2018,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15766
2013,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2364
2011,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1750
2012,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1225
2018,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,17611
2016,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3618
2011,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9295
2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,43116
2017,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5381
2011,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11266
2010,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4725
2013,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,27964
2012,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6180
2014,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1219
2016,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6968
2018,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,32768
2015,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10092
2013,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7996
2010,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,16766
2017,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3348
2011,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,31934
2015,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7969
2018,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1338
2014,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3829
2015,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,24794
2013,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1630
2016,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3760
2010,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6147
2012,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5341
2011,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3036
2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44039
2016,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6457
2012,CA,California,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,39506
2011,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,23358
2018,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1129
2015,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3508
2012,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14454
2010,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1696
2016,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1729
2014,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1035
2014,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10298
2015,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11473
2015,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,30502
2017,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1326
2013,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1646
2016,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5168
2014,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3578
2013,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4825
2018,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5472
2016,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1606
2012,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1422
2010,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,13840
2015,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7853
2012,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1903
2011,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1450
2017,US,United States,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,647457
2015,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1427
2013,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7357
2016,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7918
2011,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8930
2015,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1133
2010,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15502
2014,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,41479
2011,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3710
2012,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,5166
2017,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4406
2012,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1483
2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44981
2010,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1172
2018,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,19222
2017,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14820
2017,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6031
2012,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5828
2013,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2997
2010,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,962
2012,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4144
2012,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,18883
2016,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10195
2016,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8168
2016,WV,West Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,4767
2010,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5346
2014,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10710
2017,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18840
2015,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1579
2016,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4359
2015,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1181
2014,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6595
2011,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3580
2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,31184
2013,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,5434
2018,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,441
